平台,帖子ID,发布时间,负责人,项目,一级品线,二级品线,主题,形式,优质,链接,标题,缺失项
tk,7643106786479738126,2026-05-23,高咏欣,,穿戴甲,穿戴甲款式,做款,视频,,https://www.tiktok.com/@iinayahii/video/7643106786479738126,"DIY Mantaince day🧴🫧: hair, lashes, nails @BeetlesGelPolish @SamsBeauty @MilyBest Beauty 
#homemaintenance #diymaintenance #maintenanceday #glowup ",项目缺失
tk,7643109738112109856,2026-05-23,高咏欣,,彩胶,混合套组,做款;口播,视频,,https://www.tiktok.com/@lisarosii_/video/7643109738112109856,"this is EPISODE 1 of learning how to do my nails at home 💅
honestly I love how they turned out, they’re not perfect yet but I’m sure over time we’ll improve ✨ AND I love even more that I don’t have to waste 100 dollars every two weeks at the salon anymore! 
From now on every two weeks I’ll post a new episode of learning how to do my nails at home🤍 💅✨☺️ let me know what you think & of course drop me some advice and tips if you have!!🤍 

#nailsathome #gelnails ",项目缺失
tk,7643113550822526222,2026-05-23,罗惠仪,,彩胶,混合套组,做款,视频,,https://www.tiktok.com/@alliemarie096/video/7643113550822526222,do my nails with me! #nail #nailinspo #nailtech #beetlesgelpolish #foryoupage @BeetlesGelPolish ,项目缺失
yt,3qcxH3RHp0E,2026-05-23,黄嘉丽,,穿戴甲,穿戴甲款式,开箱;教程;成品展示,视频,,https://www.youtube.com/watch?v=3qcxH3RHp0E,Testing Natural Milky Press On Nails By Beetles,项目缺失
yt,BJVXoM-QcUI,2026-05-23,何嘉怡,,功能胶,晕染胶,做款;成品展示,视频,,https://www.youtube.com/watch?v=BJVXoM-QcUI,desi wedding nails pt 2/2,项目缺失
yt,Fdbr1FSwctE,2026-05-23,黄嘉丽,,穿戴甲,穿戴甲款式,教程;成品展示,视频,,https://www.youtube.com/watch?v=Fdbr1FSwctE,these natural milky press on nails are a summer vibe 🤍,项目缺失
yt,NmSLyVKMpks,2026-05-23,黄莉莎,,彩胶,混合套组,做款,视频,,https://www.youtube.com/watch?v=NmSLyVKMpks,Giving my brother a manicure!,项目缺失
yt,PliM-9jVlII,2026-05-23,何嘉怡,,彩胶,混合套组,做款,视频,,https://www.youtube.com/watch?v=PliM-9jVlII,desi wedding nails pt 1/2,项目缺失
yt,cmo1f6PdVPc,2026-05-23,黄嘉丽,,彩胶,纯色,做款,视频,,https://www.youtube.com/watch?v=cmo1f6PdVPc,work with me at four ☁️,项目缺失
yt,tO5LXL3dI0s,2026-05-23,黄莉莎,,彩胶,混合套组,刷色,视频,,https://www.youtube.com/watch?v=tO5LXL3dI0s,⁠,项目缺失
fb,122170120838891071,2026-05-22,李伊芸,,构建美甲,捏捏胶,做款,视频,,https://www.facebook.com/reel/1003274082261039,"tropical nail inspo 🏝️☀️ finished the full set! so ready for summer!

are you wearing this nail set for summer?

#summernails #summernailart #tropicalnails #vacationnails #3dflowernails",项目缺失
ins,DYnJRhyxut7,2026-05-22,何嘉怡,,构建美甲,透色,刷色;成品展示,视频,,https://www.instagram.com/p/DYnJRhyxut7/,"Pinky nude gel nails 🤍🫧

Drunken Rose Jelly Gel by @beetlesgelpolish 
Code NATASHAD10 for 10% off

#Beetlesgelpolish #beetlesnailnook #pinknails #nudenails #nailtutorial",项目缺失
ins,DYnNeaLSkws,2026-05-22,李伊芸,,构建美甲,捏捏胶,做款,视频,,https://www.instagram.com/p/DYnNeaLSkws/,"tropical nail inspo 🏝️☀️ finished the full set! so ready for summer!

are you wearing this nail set for summer?

#summernails #summernailart #tropicalnails #vacationnails #3dflowernails",项目缺失
ins,DYofoxWtfYL,2026-05-22,黄莉莎,,彩胶,混合套组,做款,视频,1,https://www.instagram.com/p/DYofoxWtfYL/,"Did someone say summer is coming 👀

Using @beetlesgelpolish 🌷“Poetry of Garden”🌱

Bringing these back! Inspo from @_beautbybee 

#nails #nailsofinstagram #naildesign #nailstyle #nailsnailsnails",项目缺失
ins,DYpEte6RJu8,2026-05-22,林盈盈,,配件,美甲笔,开箱,视频,,https://www.instagram.com/p/DYpEte6RJu8/,"keep an eye out for pt 2!😉 *links in bio* @BeetlesGelPolish

 use my code: ELAETALNAIL for 10% off your Amazon Beetles purchase!

#beetlesgelpolish #beetlesdealbox #nails #diy #pressons",项目缺失
ins,DYpRbcUOD89,2026-05-22,罗婧,,彩胶初学者套装,F13灯套装,做款,视频,1,https://www.instagram.com/p/DYpRbcUOD89/,"DAY 22 - Leopard Print Hibiscus Flowers 🌸 - of my new series 31 DAYS OF NAIL ART: one tutorial for every day of MAY!🌸 see you tomorrow for day 23!👀

Link is in my bio to shop this collection from @beetlesgelpolish use code TASMIA10 to save 🐆🌺
-
-
-
-
-
-
-
-
- 
-
-
-
-
-
-
-
-leopard print nails, abstract nails, cute nails, nail tutorial, watch me work nails, blooming nails , summer nails, nail art, 3d nail art , hibiscus flower nails , double french nail , blooming flower nails , , hand painted nail art; nail inspo, nail series , clawsbytasmia #nails #nailstyle #nailsofinstagram #nailsnailsnails  #naildesign",项目缺失
tk,7642136355765554463,2026-05-22,林盈盈,,构建美甲,捏捏胶,做款,视频,,https://www.tiktok.com/@aisebrush/video/7642136355765554463,"DIY pomegranate nails ♥️🍒💋🎸 

#nails #nailart #nailtech #nailtutorial #3dnailart 

FULL TUTORIAL: 
@Asia 𓍼ོ ",项目缺失
tk,7642405125016882463,2026-05-22,周紫月,,彩胶,裸透色彩胶,开箱;口播,视频,,https://www.tiktok.com/@erikita_a23/video/7642405125016882463,NO puedo creer que este kit cueste tan barato para TODO lo que trae 😳💅@BeetlesGelPolish #gelnails #nailtiktok #nailart #cateyenails #summernails,项目缺失
tk,7642410951966330142,2026-05-22,何嘉怡,,假指甲,预构建甲片套组,开箱,视频,,https://www.tiktok.com/@j9yjay/video/7642410951966330142,"This kit has everything you need to do your nails at home⭐️
•
Hazte tus Unitas en casa 𑣲⋆｡˚
•
#dayinmylife #vlogs #xyzbca ##selfcare #selfcareroutine @BeetlesGelPolish",项目缺失
tk,7642412193547390239,2026-05-22,周紫月,,彩胶,彩胶初学者套装,开箱,视频,,https://www.tiktok.com/@gicellex/video/7642412193547390239,so many cute colors especially for 4th of july nails 💙 #nailsathome #diynails #nailinspo #gelnailsathome #summernails @BeetlesGelPolish ,项目缺失
tk,7642423902714547478,2026-05-22,何嘉怡,,构建美甲,透色,刷色;成品展示,视频,,https://www.tiktok.com/@bynatashad/video/7642423902714547478,"Pinky nude gel nails 🤍🫧

Drunken Rose Jelly Gel by @BeetlesGelPolish 
NATASHAD10 for 10% off

#Beetlesgelpolish #beetlesnailnook #pinknails #nudenails #nailtutorial",项目缺失
tk,7642425208372006158,2026-05-22,高咏欣,,穿戴甲,穿戴甲款式,成品展示,视频,,https://www.tiktok.com/@alicewalt801/video/7642425208372006158,obsessed @BeetlesGelPolish link in bio!!  #beetlesgelpolish #bettlespressons ,项目缺失
tk,7642435084468899103,2026-05-22,黄莉莎,,彩胶初学者套装,混合套组,开箱,视频,,https://www.tiktok.com/@leilasclosett/video/7642435084468899103,"Use my code BYLEILA10 for $ off. @BeetlesGelPolish 
products in video: Lulicore polka 32 colors gel nail kit and jelly veil gel polish set #beetlesgelpolish#nails#summer#BeetlesDealBox#nailsathome",项目缺失
tk,7642436059896335637,2026-05-22,李伊芸,,构建美甲,捏捏胶,做款,视频,,https://www.tiktok.com/@bynicolemv/video/7642436059896335637,"tropical nail inspo 🏝️☀️ finished the full set! so ready for summer!

are you wearing this nail set for summer?

#summernails #summernailart #tropicalnails #vacationnails #3dflowernails ",项目缺失
tk,7642440025501650207,2026-05-22,黄莉莎,,配件,预构建甲片,开箱,视频,,https://www.tiktok.com/@polina.kozlovaaa/video/7642440025501650207,which is your favorite? #creatorsearchinsights #capcut #tiktokshop #tiktokmademebuyit #haul ,项目缺失
tk,7642442878668639502,2026-05-22,何嘉怡,,甲油胶,拍拍胶套组,开箱,视频,,https://www.tiktok.com/@monetiza_conmia/video/7642442878668639502,#viraltiktok #bettlesgelpolish #manicuristasdelmundo #creaciondecontenido #fypシ゚viral ,项目缺失
tk,7642444283290651935,2026-05-22,周紫月,,彩胶,纯色,做款;口播,视频,,https://www.tiktok.com/@s.renee_nailz/video/7642444283290651935,Let’s make a Fourth of July nail set! #nailart #gelxnails #fourthofjuly ,项目缺失
tk,7642444906329361677,2026-05-22,马明慧,,配件,美甲灯,开箱,视频,,https://www.tiktok.com/@keshas.klawset/video/7642444906329361677,"Obsessed with their rebrand 🥺🖤

#beetlesgelpolish #gelpolishcollection #beetles ",项目缺失
tk,7642450600541670670,2026-05-22,何嘉怡,,彩胶,纯色,开箱,视频,,https://www.tiktok.com/@214shordyy/video/7642450600541670670,packaging so cute 10/10 colors 2000/10 i loveeee themmm #relatable #fyp #fypシ゚viral #beetlesgelpolish ,项目缺失
tk,7642457205639318797,2026-05-22,周紫月,,彩胶,特色胶,开箱;口播;刷色,视频,,https://www.tiktok.com/@ciaramariedatzme_/video/7642457205639318797,"We love a good cat eye !!! And now you can have all the colors !! 💗 @BeetlesGelPolish 
#tiktiokshop#beetlesgelpolish#cateye#gelpolish#tiktokdeals ",项目缺失
tk,7642462190536068366,2026-05-22,高咏欣,,穿戴甲,UV穿戴甲,做款,视频,,https://www.tiktok.com/@grwscharis/video/7642462190536068366,give me nail inspo to do next for graduation in the comments!🫐💫 #gelx #gelxnails #nailtutorial #nailinspo #fypシ゚viral ,项目缺失
tk,7642473127028509965,2026-05-22,周紫月,,穿戴甲,UV穿戴甲,成品展示,视频,,https://www.tiktok.com/@nailzbyrosyy/video/7642473127028509965,"Easy and fast at  home nails 😍✨💗
Full set for only $16 ✨

Click the cart below🛒

#fypシ #beetlesgelpolish #beetlessummerdrop #htxnailtech ",项目缺失
tk,7642474180331539732,2026-05-22,黄莉莎,,彩胶,透色,刷色,视频,,https://www.tiktok.com/@nailsbya_design/video/7642474180331539732,"✨ Whisper of Love @BeetlesGelPolish Jelly Swatches✨

Obsessed with how soft + dreamy these shades are 💗  
Which one is YOUR fave? 👇  

💅 544  
💅 545  
💅 546  
💅 547  
💅 548  
💅 549  

Use code CLNAILSBYA for $$ off 🛍️  
Link in bio 🔗  

#nailswatch #jellynails #beetlesgel #nailinspo #nailart   ",项目缺失
tk,7642498044021230862,2026-05-22,李伊芸,,彩胶,预构建甲片,开箱;做款,视频,,https://www.tiktok.com/@lifewith..paulina/video/7642498044021230862,"do my nails with using @BeetlesGelPolish make sure to use my code BYPAULINA10 for 10% off your next order with the link in my bio 

.

.

#beetlesgelpolish #BeetlesDealBox #nailteach #Jesuslovesyou ",项目缺失
tk,7642504119953001742,2026-05-22,何嘉怡,,甲油胶,彩胶初学者套装,开箱;口播,视频,,https://www.tiktok.com/@lifeofdoujure/video/7642504119953001742,Girl this nail kit came with everything!!! #fyp #spam #nail #nailkit #beetles ,项目缺失
tk,7642505444774186271,2026-05-22,何嘉怡,,彩胶,裸透色彩胶,开箱;成品展示,视频,,https://www.tiktok.com/@_yahairascreations/video/7642505444774186271,"Obsessed with these Jelly Colors😍 
@BeetlesGelPolish  
#beetlesgelpolish #beetlesnailnook #nails💅 #jellynails #nailgelpolish ",项目缺失
tk,7642515147369565470,2026-05-22,罗惠仪,,彩胶初学者套装,F13灯套装,开箱;做款,视频,,https://www.tiktok.com/@maymartnez5/video/7642515147369565470,#beauty #parati #tiktokshop #manicure #uñas ,项目缺失
tk,7642523306100329741,2026-05-22,黄莉莎,,穿戴甲,UV穿戴甲,成品展示,视频,,https://www.tiktok.com/@ashuleeeeeeeee/video/7642523306100329741,they actually lasted 🤯 #pressons #nail ,项目缺失
tk,7642532624153464094,2026-05-22,周紫月,,彩胶初学者套装,四指灯套装,开箱;做款;口播,视频,,https://www.tiktok.com/@beautyluxnails/video/7642532624153464094,"I joined the Beetles Deal Box Challenge !! 🙈🤗

How did I do?? 👀
.
@BeetlesGelPolish 
#summernails #beetlesgelpolish #beetlesdealbox #beetlesnailchallenge #diynails ",项目缺失
tk,7642562034449567006,2026-05-22,何嘉怡,,款式创作,拍拍胶套组,开箱;刷色,视频,,https://www.tiktok.com/@prettytipsbyj/video/7642562034449567006,they finally have a FULL patting gel kit! For everyone who always asks me! And the packing is so cute!!! ,项目缺失
tk,7642574932974570782,2026-05-22,周紫月,,穿戴甲,UV穿戴甲,开箱;成品展示,视频,,https://www.tiktok.com/@allwithjaz/video/7642574932974570782,Love that you get everything you need in this kit! These nails are definitely sturdy and perfect! 💖 #nailsathome #fyp #frenchtipnails #pressons #manicure  ,项目缺失
tk,7642698897692953876,2026-05-22,林盈盈,,配件,美甲笔,开箱,视频,,https://www.tiktok.com/@elaetal_/video/7642698897692953876,"keep an eye out for pt 2!😉 *links in bio* @BeetlesGelPolish | use my code: ELAETALNAIL for 10% off your Amazon Beetles purchase!
#beetlesgelpolish #beetlesdealbox #nails #DIY #pressons ",项目缺失
tk,7642712512772738318,2026-05-22,黄莉莎,,甲油胶,彩胶,开箱;刷色,视频,,https://www.tiktok.com/@aracel_yyy/video/7642712512772738318,"Beetles TikTok Shop Super Brand Day Is starting so soon !! 🌺🫐
  • Up to 80% off | 5/28–6/3
  • Limited subsidies / order early
  • Purchase guidance (tap the orange basket or visit Beetles TikTok Shop)
@BeetlesGelPolish 
#cateyegel #nails #fy #BeetlesSummerDrop #BeetlesSBD",项目缺失
tk,7642729296104000788,2026-05-22,罗婧,,彩胶初学者套装,F13灯套装,做款,视频,1,https://www.tiktok.com/@clawsbytasmia/video/7642729296104000788,"DAY 22 - Leopard Print Hibiscus Flowers 🌸 - of my new series 31 DAYS OF NAIL ART: one tutorial for every day of MAY!🌸 see you tomorrow for day 23!👀

Link is in my bio to shop this collection from @BeetlesGelPolish use code TASMIA10 to save 🐆🌺
-
-
-
-
-
-
-
-
- 
-
-
-
-
-
-
-
-leopard print nails, abstract nails, cute nails, nail tutorial, watch me work nails, blooming nails , summer nails, nail art, 3d nail art , hibiscus flower nails , double french nail , blooming flower nails , , hand painted nail art; nail inspo, nail series , clawsbytasmia #nails #nailstyle #nailsofinstagram #nailsnailsnails  #naildesign ",项目缺失
yt,8-_i81aVvCo,2026-05-22,黄莉莎,,配件,美甲灯,开箱,视频,,https://www.youtube.com/watch?v=8-_i81aVvCo,‪@beetlesgelpolish‬,项目缺失
yt,IRbI2-nJZWQ,2026-05-22,高咏欣,,彩胶,混合套组,开箱,视频,,https://www.youtube.com/watch?v=IRbI2-nJZWQ,This mini gel bottles are so cute 😍🩵Code: BECERRA10 @beetlesgelpolish,项目缺失
yt,ISJuqqRmIDw,2026-05-22,林盈盈,,彩胶,混合套组,做款,视频,1,https://www.youtube.com/watch?v=ISJuqqRmIDw,🫧🌺🩰 glassy pink floral,项目缺失
yt,S7gSRI-5l7A,2026-05-22,罗婧,,彩胶初学者套装,F13灯套装,做款,视频,,https://www.youtube.com/watch?v=S7gSRI-5l7A,CHROME NAIL HACK✨,项目缺失
yt,Uykq5MxyxvI,2026-05-22,黄莉莎,,配件,美甲灯,创意,视频,,https://www.youtube.com/watch?v=Uykq5MxyxvI,‪@beetlesgelpolish‬,项目缺失
yt,xoNljXTWHjw,2026-05-22,黄嘉丽,,构建美甲,捏捏胶,做款;成品展示,视频,,https://www.youtube.com/watch?v=xoNljXTWHjw,✨🌸😱 PERFECT SUMMER VACATION NAILS,项目缺失
yt,z5YLKVawVAU,2026-05-22,黄莉莎,,配件,美甲灯,创意,视频,,https://www.youtube.com/watch?v=z5YLKVawVAU,Beetles Rainbow Core Gel Polish Set,项目缺失
fb,122170007516891071,2026-05-21,李伊芸,,构建美甲,捏捏胶,做款,视频,,https://www.facebook.com/reel/977346105163325,"tropical hibiscus nail tutorial 🐆🌺 i’m loving this tropical nail vibe! i can’t wait to show you the FULL set! but i wanted to share a mini tutorial on this nail because it needed its own moment ✨

would you like to see more accent nail tutorials?

#tropicalnails #summernailart #3dflowernails #luxurynails #nailinspo",项目缺失
ins,DYk3wv9J1yR,2026-05-21,李伊芸,,彩胶,透色,开箱;做款,视频,,https://www.instagram.com/p/DYk3wv9J1yR/,"Instantly feel better💅
@beetlesgelpolish 
10% off code: YASMEEN10
See linktree in bio!
#beetlesgelpolish #nailtech #beetlessummervoyage #beetlesflatx #nailart",项目缺失
ins,DYk6w2_MRQK,2026-05-21,黄嘉丽,,配件,美甲灯,做款,视频,,https://www.instagram.com/p/DYk6w2_MRQK/,"🦓🌸💕 pink cat eye + zebra vibes = main character energy 
-
*_. using @beetlesgelpolish (code CLMARTYNA10 saves you 10%)
• cat eye gel”blush petal” (hems free petal charm collection)
• pro gel polish “go with it”
• pro gel art paint “toffee brown”
_
Gifted #nailart #naildesigns #nailtutorial #animalprintnails #girlynails zebra print pink cat eye nails inspo",项目缺失
